,study,score,status,weight
331,2,17,1,1
332,2,16,1,1
333,2,3,0,1
334,2,9,1,1
335,2,20,1,1
336,2,4,0,1
337,2,9,1,1
338,2,0,0,1
339,2,3,0,1
340,2,0,0,1
341,2,3,0,1
342,2,7,0,1
343,2,10,0,1
344,2,0,0,1
345,2,17,1,1
346,2,8,0,1
347,2,0,0,1
348,2,2,0,1
349,2,7,0,1
350,2,3,0,1
351,2,7,0,1
352,2,5,1,1
353,2,16,1,1
354,2,3,0,1
355,2,16,1,1
356,2,2,0,1
357,2,1,0,1
358,2,6,0,1
359,2,3,0,1
360,2,9,0,1
361,2,3,0,1
362,2,9,1,1
363,2,5,0,1
364,2,14,0,1
365,2,4,0,1
366,2,4,0,1
367,2,1,0,1
368,2,12,1,1
369,2,4,0,1
370,2,3,0,1
371,2,2,0,1
372,2,11,0,1
373,2,12,0,1
374,2,0,0,1
375,2,17,1,1
376,2,10,1,1
377,2,5,0,1
378,2,4,0,1
379,2,4,0,1
380,2,13,1,1
381,2,2,0,1
382,2,9,1,1
383,2,1,0,1
384,2,16,1,1
385,2,7,0,1
386,2,18,1,1
387,2,13,0,1
388,2,6,0,1
389,2,2,0,1
390,2,8,0,1
391,2,5,0,1
392,2,6,0,1
393,2,10,1,1
394,2,16,1,1
395,2,0,0,1
396,2,11,0,1
397,2,11,1,1
398,2,0,0,1
399,2,0,0,1
400,2,6,0,1
401,2,9,1,1
402,2,1,0,1
403,2,6,0,1
404,2,14,1,1
405,2,0,0,1
406,2,8,0,1
407,2,2,0,1
408,2,15,1,1
409,2,3,0,1
410,2,24,1,1
411,2,0,0,1
412,2,0,0,1
413,2,10,1,1
414,2,0,0,1
415,2,21,1,1
416,2,2,0,1
417,2,16,1,1
418,2,1,0,1
419,2,4,0,1
420,2,12,0,1
421,2,5,0,1
422,2,13,0,1
423,2,12,1,1
424,2,13,0,1
425,2,12,0,1
426,2,6,0,1
427,2,3,0,1
428,2,7,0,1
429,2,9,1,1
430,2,8,0,1
431,2,2,0,1
432,2,18,1,1
433,2,2,0,1
434,2,1,0,1
435,2,6,0,1
436,2,22,1,1
437,2,17,1,1
438,2,0,0,1
439,2,9,0,1
440,2,7,0,1
441,2,5,0,1
442,2,21,1,1
443,2,5,0,1
444,2,3,0,1
445,2,20,1,1
446,2,0,0,1
447,2,9,1,1
448,2,3,0,1
449,2,11,1,1
450,2,11,0,1
451,2,1,0,1
452,2,8,0,1
453,2,9,1,1
454,2,2,0,1
455,2,6,0,1
456,2,19,1,1
457,2,0,0,1
458,2,15,0,1
459,2,16,1,1
460,2,6,0,1
461,2,12,0,1
462,2,12,0,1
463,2,5,0,1
464,2,16,1,1
465,2,23,1,1
466,2,1,0,1
467,2,8,0,1
468,2,22,1,1
469,2,0,0,1
470,2,0,0,1
471,2,8,0,1
472,2,10,0,1
473,2,18,1,1
474,2,3,0,1
475,2,4,0,1
476,2,16,1,1
477,2,3,0,1
478,2,0,0,1
479,2,13,1,1
480,2,0,0,1
481,2,17,1,1
482,2,4,0,1
483,2,16,1,1
484,2,6,0,1
485,2,17,1,1
486,2,2,0,1
487,2,11,0,1
488,2,0,0,1
489,2,8,0,1
490,2,10,0,1
491,2,0,0,1
492,2,11,1,1
493,2,11,0,1
494,2,15,1,1
495,2,8,0,1
496,2,5,0,1
497,2,2,0,1
498,2,17,1,1
499,2,7,0,1
500,2,6,0,1
501,3,2,0,1
502,3,8,0,1
503,3,8,1,1
504,3,8,0,1
505,3,2,0,1
506,3,15,1,1
507,3,17,0,1
508,3,3,0,1
509,3,7,0,1
510,3,19,1,1
511,3,1,0,1
512,3,10,1,1
513,3,10,0,1
514,3,19,0,1
515,3,1,0,1
516,3,8,0,1
517,3,3,0,1
518,3,2,0,1
519,3,10,0,1
520,3,0,0,1
521,3,13,0,1
522,3,2,0,1
523,3,0,0,1
524,3,14,1,1
525,3,14,0,1
526,3,8,1,1
527,3,12,0,1
528,3,11,1,1
529,3,9,0,1
530,3,23,1,1
531,3,3,0,1
532,3,7,0,1
533,3,18,1,1
534,3,1,0,1
535,3,0,0,1
536,3,6,0,1
537,3,1,0,1
538,3,12,0,1
539,3,3,0,1
540,3,27,1,1
541,3,18,1,1
542,3,13,0,1
543,3,4,0,1
544,3,14,1,1
545,3,9,0,1
546,3,11,0,1
547,3,0,0,1
548,3,15,1,1
549,3,19,1,1
550,3,0,0,1
551,3,11,0,1
552,3,0,0,1
553,3,2,0,1
554,3,1,0,1
555,3,19,1,1
556,3,8,0,1
557,3,24,1,1
558,3,6,0,1
559,3,4,0,1
560,3,23,1,1
561,3,8,0,1
562,3,6,0,1
563,3,9,0,1
564,3,22,1,1
565,3,14,0,1
566,3,15,1,1
567,3,1,0,1
568,3,2,0,1
569,3,13,1,1
570,3,17,1,1
571,3,25,1,1
572,3,10,0,1
573,3,15,1,1
574,3,15,1,1
575,3,22,1,1
576,3,25,1,1
577,3,0,0,1
578,3,5,0,1
579,3,20,1,1
580,3,15,0,1
581,3,25,1,1
582,3,7,0,1
583,3,16,1,1
584,3,6,0,1
585,3,15,1,1
586,3,24,1,1
587,3,3,0,1
588,3,21,1,1
589,3,12,1,1
590,3,19,0,1
591,3,7,0,1
592,3,23,1,1
593,3,17,1,1
594,3,24,1,1
595,3,8,0,1
596,3,2,0,1
597,4,3,0,1
598,4,9,0,1
599,4,8,1,1
600,4,13,0,1
601,4,0,0,1
602,4,12,0,1
603,4,20,1,1
604,4,2,0,1
605,4,0,0,1
606,4,2,0,1
607,4,0,0,1
608,4,5,0,1
609,4,6,0,1
610,4,12,1,1
611,4,0,0,1
612,4,6,0,1
613,4,3,0,1
614,4,3,0,1
615,4,3,0,1
616,4,1,0,1
617,4,10,1,1
618,4,3,0,1
619,4,6,0,1
620,4,25,1,1
621,4,5,0,1
622,4,1,0,1
623,4,4,0,1
624,4,24,1,1
625,4,5,0,1
626,4,16,0,1
627,4,7,0,1
628,4,3,0,1
629,4,0,0,1
630,4,15,1,1
631,4,4,0,1
632,4,0,0,1
633,4,23,1,1
634,4,10,0,1
635,4,1,0,1
636,4,3,0,1
637,4,4,0,1
638,4,18,1,1
639,4,3,0,1
640,4,0,0,1
641,4,1,0,1
642,4,8,0,1
643,4,13,1,1
644,4,1,0,1
645,4,2,0,1
646,4,3,0,1
647,4,3,0,1
648,4,6,0,1
649,4,4,0,1
650,4,16,0,1
651,4,0,0,1
652,4,16,0,1
653,4,0,0,1
654,4,1,0,1
655,4,5,0,1
656,4,16,0,1
657,4,4,1,1
658,4,2,0,1
659,4,23,0,1
660,4,2,0,1
661,4,1,0,1
662,4,6,0,1
663,4,0,0,1
664,4,2,0,1
665,4,18,1,1
666,4,8,0,1
667,4,1,0,1
668,4,2,0,1
669,4,0,0,1
670,4,4,0,1
671,4,3,0,1
672,4,4,0,1
673,4,4,0,1
674,4,0,0,1
675,4,1,0,1
676,4,1,0,1
677,4,1,0,1
678,4,8,0,1
679,4,13,0,1
680,4,7,1,1
681,4,16,0,1
682,4,5,0,1
683,4,12,1,1
684,4,0,0,1
685,4,8,0,1
686,4,3,0,1
687,4,15,0,1
688,4,3,0,1
689,4,3,0,1
690,4,5,0,1
691,4,1,0,1
692,4,7,0,1
693,4,0,0,1
694,4,14,1,1
695,4,0,0,1
696,4,2,0,1
697,4,0,0,1
698,4,0,0,1
699,4,0,0,1
700,4,7,0,1
701,4,19,0,1
702,4,12,1,1
703,4,0,0,1
704,4,3,0,1
705,4,5,0,1
706,4,1,0,1
707,4,1,0,1
708,4,17,0,1
709,4,8,0,1
710,4,15,0,1
711,4,1,0,1
712,4,21,0,1
713,4,4,0,1
714,4,23,1,1
715,4,1,0,1
716,4,3,0,1
717,4,11,0,1
718,4,3,0,1
719,4,1,0,1
720,4,11,0,1
721,4,1,0,1
722,4,1,0,1
723,4,3,0,1
724,4,10,1,1
725,4,1,0,1
726,4,0,0,1
727,4,2,0,1
728,4,0,0,1
729,4,0,0,1
730,4,3,0,1
731,4,4,0,1
732,4,0,0,1
733,4,9,0,1
734,4,0,0,1
735,4,2,0,1
736,4,0,0,1
737,4,4,0,1
738,4,11,0,1
739,4,6,0,1
740,4,1,0,1
741,4,0,0,1
742,4,0,0,1
743,4,0,0,1
744,4,0,0,1
745,4,0,0,1
746,4,3,0,1
747,4,6,0,1
748,4,3,0,1
749,4,0,0,1
750,4,5,0,1
751,4,5,0,1
752,4,2,0,1
753,4,0,0,1
754,4,0,0,1
755,4,18,0,1
756,4,4,0,1
757,4,0,0,1
758,4,1,0,1
759,4,1,0,1
760,4,4,0,1
761,4,4,0,1
762,4,12,0,1
763,4,0,0,1
764,4,1,0,1
765,4,1,0,1
766,4,1,0,1
767,4,0,0,1
768,4,2,0,1
769,4,1,0,1
770,4,0,0,1
771,4,0,0,1
772,4,0,0,1
773,4,6,0,1
774,4,14,0,1
775,4,9,0,1
776,4,2,0,1
777,4,1,0,1
778,4,4,0,1
779,4,7,0,1
780,4,1,0,1
781,4,1,0,1
782,4,2,0,1
783,4,18,1,1
784,4,9,0,1
785,4,8,0,1
786,4,1,0,1
787,4,15,0,1
788,4,0,0,1
789,4,7,1,1
790,4,1,0,1
791,4,6,1,1
792,4,6,0,1
793,4,1,0,1
794,4,9,0,1
795,4,4,0,1
796,4,5,0,1
797,4,1,0,1
798,4,1,0,1
799,4,5,0,1
800,4,2,0,1
801,4,10,0,1
802,4,7,0,1
803,4,2,0,1
804,4,5,0,1
805,4,0,0,1
806,4,0,0,1
807,4,0,0,1
808,4,2,0,1
809,4,1,0,1
810,4,0,0,1
811,4,2,0,1
812,4,0,0,1
813,4,8,0,1
814,4,2,0,1
815,4,9,0,1
816,4,2,0,1
817,4,15,0,1
818,4,3,0,1
819,4,8,0,1
820,4,7,0,1
821,4,4,0,1
822,4,5,0,1
823,4,3,0,1
824,4,3,0,1
825,4,0,0,1
826,4,0,0,1
827,4,0,0,1
828,4,4,0,1
829,4,6,0,1
830,4,12,0,1
831,4,0,0,1
832,4,2,0,1
833,4,17,1,1
834,4,1,0,1
835,4,2,0,1
836,4,25,1,1
837,4,2,0,1
838,4,13,1,1
839,4,0,0,1
840,4,3,0,1
841,4,1,0,1
842,4,14,0,1
843,4,0,0,1
844,4,1,0,1
845,4,8,0,1
846,4,0,0,1
847,4,1,0,1
848,4,2,0,1
849,4,20,1,1
850,4,10,0,1
851,4,0,0,1
852,4,1,0,1
853,4,0,0,1
854,4,0,0,1
855,4,0,0,1
856,4,5,0,1
857,4,11,0,1
858,4,4,0,1
859,4,8,0,1
860,4,10,0,1
861,4,0,0,1
862,4,0,0,1
863,4,3,0,1
864,4,0,0,1
865,4,22,1,1
866,4,0,0,1
867,4,0,0,1
868,4,0,0,1
869,4,1,0,1
870,4,5,0,1
871,4,0,0,1
872,4,4,0,1
873,4,0,0,1
874,4,11,1,1
875,4,5,1,1
876,4,8,1,1
877,4,0,0,1
878,4,2,0,1
879,4,9,0,1
880,4,4,1,1
881,4,6,0,1
882,4,8,0,1
883,4,6,0,1
884,4,7,0,1
885,4,0,0,1
886,4,0,0,1
887,4,6,0,1
888,4,1,0,1
889,4,0,0,1
890,4,1,0,1
891,4,5,0,1
892,4,0,0,1
893,4,1,0,1
894,4,1,0,1
895,4,1,0,1
896,4,0,0,1
897,4,0,0,1
898,4,8,0,1
899,4,3,0,1
900,4,0,0,1
901,4,0,0,1
902,4,0,0,1
903,4,2,0,1
904,4,8,0,1
905,4,4,0,1
906,4,14,0,1
907,4,0,0,1
908,4,17,0,1
909,4,7,0,1
910,4,0,0,1
911,4,12,0,1
912,4,0,0,1
913,4,9,0,1
914,4,6,0,1
915,4,1,0,1
916,4,3,0,1
917,4,4,1,1
918,4,18,1,1
919,4,1,0,1
920,4,1,0,1
921,4,6,0,1
922,4,0,0,1
923,4,5,1,1
924,4,4,0,1
925,4,4,0,1
926,4,23,1,1
927,4,4,0,1
928,4,8,0,1
929,4,12,1,1
930,4,8,0,1
931,4,0,0,1
932,4,1,0,1
933,4,9,0,1
934,4,0,0,1
935,4,7,0,1
936,4,2,0,1
937,4,10,0,1
938,4,1,0,1
939,4,10,0,1
940,4,4,0,1
941,4,10,0,1
942,4,5,0,1
943,4,0,0,1
944,4,4,1,1
945,4,0,0,1
946,4,8,0,1
947,4,2,0,1
948,4,19,1,1
949,4,16,0,1
950,4,1,0,1
951,4,3,0,1
952,4,9,1,1
953,4,10,0,1
954,4,2,0,1
955,4,15,0,1
956,4,2,0,1
957,4,5,0,1
958,4,12,0,1
959,4,0,0,1
960,4,6,0,1
961,4,17,1,1
962,4,2,0,1
963,4,1,0,1
964,4,10,0,1
965,4,0,0,1
966,4,5,0,1
967,4,6,1,1
968,4,1,0,1
969,4,18,1,1
970,4,12,0,1
971,4,3,0,1
972,4,1,0,1
973,4,9,0,1
974,4,8,0,1
975,4,0,0,1
976,4,5,0,1
977,4,0,0,1
978,4,3,0,1
979,4,6,0,1
980,4,5,0,1
981,4,1,0,1
982,4,6,0,1
983,4,4,0,1
984,4,6,0,1
985,4,2,0,1
986,4,6,1,1
987,4,0,0,1
988,4,9,0,1
989,4,3,0,1
990,4,1,0,1
991,4,1,0,1
992,4,6,1,1
993,4,0,0,1
994,4,0,0,1
995,4,0,0,1
996,4,7,0,1
997,4,2,0,1
998,4,0,0,1
999,4,3,0,1
1000,4,18,0,1
1001,4,2,0,1
1002,4,9,0,1
1003,4,5,1,1
1004,4,1,0,1
1005,4,0,0,1
1006,4,2,0,1
1007,4,2,0,1
1008,4,2.25,0,1
1009,4,0,0,1
1010,4,11,1,1
1011,4,12,0,1
1012,4,3,0,1
1013,4,2,0,1
1014,4,0,0,1
1015,4,2,0,1
1016,4,0,0,1
1017,4,0,0,1
1018,4,0,0,1
1019,4,0,0,1
1020,4,18,0,1
1021,4,2,0,1
1022,4,6,1,1
1023,4,3,0,1
1024,4,2,0,1
1025,4,3,1,1
1026,4,5,0,1
1027,4,1,1,1
1028,4,2,1,1
1029,4,1,0,1
1030,4,0,0,1
1031,4,5,0,1
1032,4,0,0,1
1033,4,6,1,1
1034,4,8,1,1
1035,4,10,1,1
1036,4,2,1,1
1037,4,6,0,1
1038,4,16,1,1
1039,4,1,1,1
1040,4,2,0,1
1041,4,13,1,1
1042,4,16,1,1
1043,4,4,0,1
1044,4,9,0,1
1045,4,4,1,1
1046,4,3,0,1
1047,4,19,1,1
1048,4,2,0,1
1049,4,4,0,1
1050,4,7,1,1
1051,4,3,0,1
1052,4,14,0,1
1053,4,10,1,1
1054,4,18,1,1
1055,4,17,1,1
1056,4,20,1,1
1057,4,9,1,1
1058,4,1,0,1
1059,4,14,1,1
1060,4,2,1,1
1061,4,1,0,1
1062,4,4,1,1
1063,4,15,0,1
1064,4,0,0,1
1065,4,4,0,1
1066,4,0,1,1
1067,4,3,0,1
1068,4,0,0,1
1069,4,4,0,1
1070,4,0,0,1
1071,4,3,0,1
1072,4,2,0,1
1073,4,11,1,1
1074,4,0,0,1
1075,4,4,1,1
1076,4,3.5,0,1
1077,4,0,0,1
1078,4,9,1,1
1079,4,7,0,1
1080,4,6,0,1
1081,4,1,0,1
1082,4,4,0,1
1083,4,4,1,1
1084,4,3,1,1
1085,4,4,0,1
1086,4,7,0,1
1087,4,0,0,1
1088,4,4,1,1
1089,4,2,0,1
1090,4,0,0,1
1091,4,0,0,1
1092,4,0,0,1
1093,4,2,0,1
1094,4,0,0,1
1095,4,0,0,1
1096,4,5,1,1
1097,4,2,0,1
1098,4,11,1,1
1099,4,0,0,1
1100,4,2,0,1
1101,4,4,0,1
1102,4,10,1,1
1103,4,0,0,1
1104,4,7,1,1
1105,4,3,0,1
1106,4,0,0,1
1107,4,6,0,1
1108,4,2,0,1
1109,4,3,0,1
1110,4,4,0,1
1111,4,0,0,1
1112,4,1,0,1
1113,4,0,0,1
1114,4,1,0,1
1115,4,7,0,1
1116,4,0,0,1
1117,4,7,1,1
1118,4,10,1,1
1119,4,24,1,1
1120,4,11,1,1
1121,4,5,1,1
1122,4,4,1,1
1123,4,14,0,1
1124,4,4,0,1
1125,4,2,0,1
1126,4,15,0,1
1127,4,1,0,1
1128,4,8,0,1
1129,4,0,0,1
1130,4,6,0,1
1131,4,3,0,1
1132,4,0,0,1
1133,4,4,1,1
1134,4,1,0,1
1135,4,3,0,1
1136,4,4,1,1
1137,4,6,0,1
1138,4,10,1,1
1139,4,4,0,1
1140,4,1,0,1
1141,4,8,1,1
1142,4,4,0,1
1143,4,13,0,1
1144,4,3,0,1
1145,4,0,0,1
1146,4,24,1,1
1147,4,9,0,1
1148,4,8,0,1
1149,4,1,0,1
1150,4,7,0,1
1151,4,17,1,1
1152,4,0,0,1
1153,4,8,0,1
1154,4,0,0,1
1155,4,0,0,1
1156,4,5,0,1
1157,4,0,0,1
1158,4,12,1,1
1159,4,11,1,1
1160,4,8,1,1
1161,4,1,0,1
1162,4,1,0,1
1163,4,3,0,1
1164,4,4,0,1
1165,4,0,0,1
1166,4,10,0,1
1167,4,0,0,1
1168,4,0,0,1
1169,4,8,0,1
1170,4,6,0,1
1171,4,4,0,1
1172,4,0.5,0,1
1173,4,3,0,1
1174,4,0,0,1
1175,4,1,0,1
1176,4,14,1,1
1177,4,0,0,1
1178,4,14,1,1
1179,4,1,0,1
1180,4,3,0,1
1181,4,15,0,1
1182,4,6,0,1
1183,4,0,0,1
1184,4,0,0,1
1185,4,3,1,1
1186,4,0,0,1
1187,4,3,0,1
1188,4,1,0,1
1189,4,12,0,1
1190,4,1,0,1
1191,4,8,0,1
1192,4,1,0,1
1193,4,10,1,1
1194,4,3,0,1
1195,4,6,1,1
1196,4,1,0,1
1197,4,0,0,1
1198,4,0,0,1
1199,4,3,1,1
1200,4,0,0,1
1201,4,0,0,1
1202,4,3,0,1
1203,4,0,0,1
1204,4,5,0,1
1205,4,16,0,1
1206,4,0,0,1
1207,4,1,0,1
1208,4,8,0,1
1209,4,4,0,1
1210,4,8,1,1
1211,4,2,0,1
1212,4,0,0,1
1213,4,13,0,1
1214,4,19,1,1
1215,4,6,0,1
1216,4,4,0,1
1217,4,16,1,1
1218,4,3,0,1
1219,4,12,1,1
1220,4,2,0,1
1221,4,0,0,1
1222,4,9,1,1
1223,4,15,1,1
1224,4,3,0,1
1225,4,0,0,1
1226,4,0,0,1
1227,4,5,1,1
1228,4,5,0,1
1229,4,12,0,1
1230,4,5,0,1
1231,4,18,1,1
1232,4,1,0,1
1233,4,2,1,1
1234,4,4,0,1
1235,4,6,0,1
1236,4,3,0,1
1237,4,1,0,1
1238,4,1,0,1
1239,4,1,0,1
1240,4,0,0,1
1241,4,12,0,1
1242,4,1,0,1
1243,4,0,0,1
1244,4,5,0,1
1245,4,0,0,1
1246,4,0,0,1
1247,4,15,1,1
1248,4,5,0,1
1249,4,18,1,1
1250,4,0,0,1
1251,4,1,0,1
1252,4,1,0,1
1253,4,2,0,1
1254,4,0,0,1
1255,4,12,1,1
1256,4,4,0,1
1257,4,5,0,1
1258,4,0,0,1
1259,4,1,0,1
1260,4,0,0,1
1261,4,4,0,1
1262,4,11,0,1
1263,4,9,0,1
1264,4,1.125,0,1
1265,4,2,0,1
1266,4,6,0,1
1267,4,1,0,1
1268,4,0,0,1
1269,4,5.5,0,1
1270,4,0,0,1
1271,4,5,0,1
1272,4,19,1,1
1273,4,0,0,1
1274,4,10,0,1
1275,4,2,0,1
1276,4,4,1,1
1277,4,1,0,1
1278,4,8,1,1
1279,4,2,0,1
1280,4,3.125,0,1
1281,4,0,0,1
1282,4,18,1,1
1283,4,1,0,1
1284,4,4,0,1
1285,4,11,1,1
1286,4,11,0,1
1287,4,6.625,1,1
1288,4,0,0,1
1289,4,5,0,1
1290,4,1,0,1
1291,4,6,1,1
1292,4,3,0,1
1293,4,2,0,1
1294,4,8,1,1
1295,4,0,0,1
1296,4,4,0,1
1297,4,7,0,1
1298,4,2,0,1
1299,4,6,0,1
1300,4,6.75,0,1
1301,4,6,1,1
1302,4,4,1,1
1303,4,0,0,1
1304,4,2,0,1
1305,4,6,1,1
1306,4,6,0,1
1307,4,0,0,1
1308,4,5,0,1
1309,4,5,0,1
1310,4,0,0,1
1311,4,2,0,1
1312,4,14,0,1
1313,4,2,0,1
1314,4,2,0,1
1315,4,16,1,1
1316,4,0,0,1
1317,4,3,0,1
1318,4,1,0,1
1319,4,10,1,1
1320,4,13,1,1
1321,4,10,0,1
1322,4,3,0,1
1323,4,4,1,1
1324,4,1,0,1
1325,4,16,1,1
1326,4,0,0,1
1327,4,1,0,1
1328,4,11,1,1
1329,4,1,0,1
1330,4,2,0,1
1331,4,8,0,1
1332,4,7,0,1
1333,4,4,0,1
1334,4,15,1,1
1335,4,8,0,1
1336,4,0,0,1
1337,4,4,0,1
1338,4,12,1,1
1339,4,13,1,1
1340,4,1,0,1
1341,4,2,0,1
1342,4,10,0,1
1343,4,21,1,1
1344,4,0,0,1
1345,4,8,0,1
1346,4,8,1,1
1347,4,9,0,1
1348,4,10,0,1
1349,4,3,0,1
1350,4,1,0,1
1351,4,0,0,1
1352,4,3,0,1
1353,4,14,0,1
